Iter,Config,Kernel,Mode,Level,Sample_ID,Label,Predicted,Cause,Failed_Model,Active_Features,Suggestion
2,Experimental_V1,linear,LINEAR_DRIFT,2.0,14,diagonal_left,circle,M1 (False Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']",[Experimental_V1][M1] Remove 'ratio_pca'
2,Experimental_V1,linear,LINEAR_DRIFT,2.0,7,circle,diagonal_right,M1 (Missed Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']","[Experimental_V1][M1] Remove 'xy_area', [Experimental_V1][M1] Add 'apex_vec_y', [Experimental_V1][M1] Add 'jerk_smooth'"
2,Experimental_V1,linear,LINEAR_DRIFT,2.0,41,circle,diagonal_right,M1 (Missed Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']",[Experimental_V1][M1] Add 'length'
2,Experimental_V1,linear,LINEAR_DRIFT,2.0,12,diagonal_left,circle,M1 (False Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']","[Experimental_V1][M1] Add 'Y_iqr', [Experimental_V1][M1] Remove 'ratio_pca', [Experimental_V1][M1] Remove 'xy_area'"
2,Experimental_V1,linear,LINEAR_DRIFT,2.0,10,diagonal_left,horizontal,M2 (False Horiz),M2,"['Y_iqr', 'Z_iqr', 'range_X', 'range_Y', 'range_Z', 'apex_vec_z', 'pca_z']","[Experimental_V1][M2] Add 'efficiency', [Experimental_V1][M2] Remove 'apex_vec_z', [Experimental_V1][M2] Remove 'range_X'"
2,Experimental_V1,linear,LINEAR_DRIFT,2.0,32,vertical,circle,M1 (False Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']",No simple fix found
2,Experimental_V1,linear,LINEAR_DRIFT,2.0,49,diagonal_right,circle,M1 (False Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']",[Experimental_V1][M1] Remove 'ratio_pca'
2,Experimental_V1,linear,LINEAR_DRIFT,2.0,59,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'range_X', 'range_Y', 'range_Z', 'apex_vec_z', 'pca_z']","[Experimental_V1][M3] Remove 'range_Y', [Experimental_V1][M3] Add 'ratio_pca'"
2,Experimental_V1,linear,LINEAR_DRIFT,2.0,58,vertical,circle,M1 (False Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']",[Experimental_V1][M1] Remove 'efficiency'
2,Experimental_V1,linear,LINEAR_DRIFT,2.0,39,circle,diagonal_left,M1 (Missed Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']","[Experimental_V1][M1] Remove 'ratio_pca', [Experimental_V1][M1] Add 'max_reach', [Experimental_V1][M1] Add 'length'"
3,Baseline,linear,LINEAR_DRIFT,1.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']","[Baseline][M1] Remove 'efficiency', [Baseline][M1] Remove 'ratio_pca', [Baseline][M1] Remove 'radius_ratio'"
3,Baseline,linear,LINEAR_DRIFT,1.0,28,vertical,diagonal_right,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'range_X', 'range_Y', 'range_Z', 'pca_z']","[Baseline][M3] Add 'line_fit_rmse', [Baseline][M3] Add 'xy_area', [Baseline][M3] Remove 'Z_iqr'"
3,Baseline,linear,LINEAR_DRIFT,2.0,47,diagonal_right,circle,M1 (False Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']","[Baseline][M1] Add 'range_Y', [Baseline][M1] Remove 'ratio_pca', [Baseline][M1] Remove 'line_fit_rmse'"
3,Baseline,linear,LINEAR_DRIFT,2.0,44,diagonal_left,diagonal_right,M4 (L->R Fail),M4,"['apex_vec_x', 'apex_vec_y']",No simple fix found
3,Baseline,linear,LINEAR_DRIFT,2.0,57,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'range_X', 'range_Y', 'range_Z', 'pca_z']",No simple fix found
3,Baseline,linear,LINEAR_DRIFT,2.0,48,diagonal_right,diagonal_left,M4 (R->L Fail),M4,"['apex_vec_x', 'apex_vec_y']","[Baseline][M4] Remove 'apex_vec_y', [Baseline][M4] Add 'ratio_pca'"
3,Baseline,linear,LINEAR_DRIFT,2.0,49,diagonal_right,diagonal_left,M4 (R->L Fail),M4,"['apex_vec_x', 'apex_vec_y']",No simple fix found
3,Baseline,linear,LINEAR_DRIFT,2.0,32,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'range_X', 'range_Y', 'range_Z', 'pca_z']",No simple fix found
3,Baseline,linear,LINEAR_DRIFT,2.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']",No simple fix found
3,Baseline,linear,LINEAR_DRIFT,2.0,58,vertical,circle,M1 (False Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']","[Baseline][M1] Remove 'corr_xy', [Baseline][M1] Add 'turn_angle', [Baseline][M1] Add 'range_Y'"
3,Baseline,linear,LINEAR_DRIFT,2.0,36,circle,diagonal_right,M1 (Missed Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']","[Baseline][M1] Remove 'efficiency', [Baseline][M1] Add 'apex_vec_x', [Baseline][M1] Add 'length'"
3,Baseline,linear,LINEAR_DRIFT,2.0,11,diagonal_left,diagonal_right,M4 (L->R Fail),M4,"['apex_vec_x', 'apex_vec_y']",No simple fix found
3,Baseline,linear,LINEAR_DRIFT,2.0,21,diagonal_right,diagonal_left,M4 (R->L Fail),M4,"['apex_vec_x', 'apex_vec_y']",[Baseline][M4] Remove 'apex_vec_y'
3,Baseline,linear,LINEAR_DRIFT,2.0,16,diagonal_right,diagonal_left,M4 (R->L Fail),M4,"['apex_vec_x', 'apex_vec_y']","[Baseline][M4] Add 'ratio_pca', [Baseline][M4] Remove 'apex_vec_x'"
3,Baseline,linear,LINEAR_DRIFT,2.0,28,vertical,circle,M1 (False Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']","[Baseline][M1] Remove 'efficiency', [Baseline][M1] Add 'apex_vec_z', [Baseline][M1] Remove 'xy_area'"
3,Baseline,linear,LINEAR_DRIFT,2.0,61,vertical,diagonal_right,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'range_X', 'range_Y', 'range_Z', 'pca_z']","[Baseline][M3] Add 'apex_vec_z', [Baseline][M3] Remove 'range_Y', [Baseline][M3] Remove 'Y_iqr'"
3,Baseline,linear,LINEAR_DRIFT,2.0,10,diagonal_left,diagonal_right,M4 (L->R Fail),M4,"['apex_vec_x', 'apex_vec_y']",[Baseline][M4] Remove 'apex_vec_y'
3,Experimental_V1,linear,LINEAR_DRIFT,1.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']","[Experimental_V1][M1] Remove 'ratio_pca', [Experimental_V1][M1] Remove 'efficiency', [Experimental_V1][M1] Remove 'radius_ratio'"
3,Experimental_V1,linear,LINEAR_DRIFT,2.0,47,diagonal_right,diagonal_left,M4 (R->L Fail),M4,"['corr_xy', 'apex_vec_x', 'apex_vec_y']",[Experimental_V1][M4] Remove 'apex_vec_y'
3,Experimental_V1,linear,LINEAR_DRIFT,2.0,56,horizontal,diagonal_right,M2 (Missed Horiz),M2,"['Y_iqr', 'Z_iqr', 'range_X', 'range_Y', 'range_Z', 'apex_vec_z', 'pca_z']","[Experimental_V1][M2] Add 'deviation_max', [Experimental_V1][M2] Add 'xy_area', [Experimental_V1][M2] Add 'ratio_pca'"
3,Experimental_V1,linear,LINEAR_DRIFT,2.0,44,diagonal_left,diagonal_right,M4 (L->R Fail),M4,"['corr_xy', 'apex_vec_x', 'apex_vec_y']","[Experimental_V1][M4] Remove 'apex_vec_y', [Experimental_V1][M4] Add 'apex_vec_z'"
3,Experimental_V1,linear,LINEAR_DRIFT,2.0,57,vertical,circle,M1 (False Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']","[Experimental_V1][M1] Add 'apex_vec_z', [Experimental_V1][M1] Remove 'efficiency'"
3,Experimental_V1,linear,LINEAR_DRIFT,2.0,38,circle,diagonal_right,M1 (Missed Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']","[Experimental_V1][M1] Remove 'radius_ratio', [Experimental_V1][M1] Add 'length'"
3,Experimental_V1,linear,LINEAR_DRIFT,2.0,48,diagonal_right,diagonal_left,M4 (R->L Fail),M4,"['corr_xy', 'apex_vec_x', 'apex_vec_y']","[Experimental_V1][M4] Add 'ratio_pca', [Experimental_V1][M4] Remove 'apex_vec_y'"
3,Experimental_V1,linear,LINEAR_DRIFT,2.0,49,diagonal_right,diagonal_left,M4 (R->L Fail),M4,"['corr_xy', 'apex_vec_x', 'apex_vec_y']",No simple fix found
3,Experimental_V1,linear,LINEAR_DRIFT,2.0,32,vertical,diagonal_right,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'range_X', 'range_Y', 'range_Z', 'apex_vec_z', 'pca_z']",No simple fix found
3,Experimental_V1,linear,LINEAR_DRIFT,2.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']",[Experimental_V1][M1] Remove 'xy_area'
3,Experimental_V1,linear,LINEAR_DRIFT,2.0,58,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'range_X', 'range_Y', 'range_Z', 'apex_vec_z', 'pca_z']",[Experimental_V1][M3] Remove 'Z_iqr'
3,Experimental_V1,linear,LINEAR_DRIFT,2.0,11,diagonal_left,diagonal_right,M4 (L->R Fail),M4,"['corr_xy', 'apex_vec_x', 'apex_vec_y']",[Experimental_V1][M4] Add 'apex_vec_z'
3,Experimental_V1,linear,LINEAR_DRIFT,2.0,21,diagonal_right,horizontal,M2 (False Horiz),M2,"['Y_iqr', 'Z_iqr', 'range_X', 'range_Y', 'range_Z', 'apex_vec_z', 'pca_z']","[Experimental_V1][M2] Remove 'apex_vec_z', [Experimental_V1][M2] Remove 'range_X'"
3,Experimental_V1,linear,LINEAR_DRIFT,2.0,28,vertical,diagonal_right,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'range_X', 'range_Y', 'range_Z', 'apex_vec_z', 'pca_z']",No simple fix found
3,Experimental_V1,linear,LINEAR_DRIFT,2.0,10,diagonal_left,circle,M1 (False Circle),M1,"['efficiency', 'ratio_pca', 'xy_area', 'corr_xy', 'radius_ratio', 'line_fit_rmse', 'deviation_max']","[Experimental_V1][M1] Remove 'ratio_pca', [Experimental_V1][M1] Remove 'xy_area', [Experimental_V1][M1] Add 'Y_iqr'"
